,Name,Place,Comments,Overall rating,Food rating,Service rating,Ambience rating,Dates,VIP,Users,No. of reviews
50,Arethusa al Tavolo,New York Area,"Wow! Usually the veggies play 2nd fiddle in the entree, not here, they were just as much a star of the meal as the rest of the dish. I know they grow their own vegetables on the their farm, but the preparation was fantastic. We are definitely going back.",5,5.0,5.0,4.0,2020-02-22 00:00:00.000000,False,JohnP,1
51,Arethusa al Tavolo,New York Area,Lovely destination restaurant...people travel from miles for good reason.  Suggest making your reservations well in advance.  Be sure to check out the Bakery across the street to bring a bit back home (and because you may not have room for dessert) also the Ice Creamery and Cheese shop next door...,4,4.0,4.0,4.0,2020-02-22 00:00:00.000000,False,ChathamNY,24
52,Arethusa al Tavolo,New York Area,"Always a great experience! Drinks, food, atmosphere are all top notch. Highly recommended!",5,5.0,5.0,5.0,2020-02-20 00:00:00.000000,False,LoriE,2
53,Arethusa al Tavolo,New York Area,"Overall I would give a good rating. the service was excellent with there attention to detail . The menu was pretentious  and difficult to understand, too many things in each dish. Less is more would be my recommendation. The ambience is not great with the tables to close together and no evidence of sound abatement. It was noisy and difficult to carry on a conversation. How ever I did enjoy the dinner and would recommend to anyone who does not mind the negatives.",4,4.0,5.0,2.0,2020-02-20 00:00:00.000000,False,StephenH,1
54,Arethusa al Tavolo,New York Area,Superb as always,5,5.0,5.0,5.0,2020-02-20 00:00:00.000000,False,AlanB,3
55,Arethusa al Tavolo,Los Angeles,"Honestly, this has been the first dining experience I've had in a while where every single step of the meal was noteworthy. We sat down and both my father and husband (who were celebrating their birthdays) were presented with hand written birthday cards from the owner. The wine selection was perfect, the gluten free bread was dynamite. And every part of the meal was amazing. Nothing was wasted.  The dynamics of all of the flavors were flawless. Seriously. Incredible meal. Thank you.",5,5.0,5.0,5.0,2020-02-16 00:00:00.000000,False,amycaroldominguez,16
56,Arethusa al Tavolo,New York Area,The food was really very good and we enjoyed it. Thanks also for the thoughtfulness as we celebrated our anniversary - the card and ice cream were unexpected so thanks again. Overall we had  great experience and will recommend this to friends too.,5,5.0,5.0,5.0,2020-02-16 00:00:00.000000,False,DelRosario,3
57,Arethusa al Tavolo,New England,Always consistently excellent food and service! Thank you for a wonderful dining experience!,5,5.0,5.0,5.0,2020-02-16 00:00:00.000000,True,JuneD,7
58,Arethusa al Tavolo,New York Area,This is such a FABULOUS restaurant and the food is delicious. We just picked the wrong night and got seated in the bar area. There were people standing next to our table pretty much the whole night. It was hard for the waitress to serve us it was so crowded. They did try and ask people to move they just kept coming back. I would definitely go back it is my favorite restaurant. I would just ask for a different table OR not go by a holiday ( Valentine's day).,3,5.0,5.0,2.0,2020-02-15 00:00:00.000000,False,Perfect,30
59,Arethusa al Tavolo,New York Area,Wonderful valentine lunch.  Great service and delicious meal.  We so enjoyed our visit and would highly recommend having a special lunch or dinner.,5,5.0,5.0,5.0,2020-02-15 00:00:00.000000,False,LindaG,2
60,Arethusa al Tavolo,New York Area,"Everything is always great. We feel like they treat us like family. Great food, service and never disappointed.",5,5.0,5.0,5.0,2020-02-15 00:00:00.000000,True,TomM,14
61,Arethusa al Tavolo,New York Area,Outstanding service. Lovely atmosphere and exception all food,5,5.0,5.0,5.0,2020-02-14 00:00:00.000000,False,OpenTable Diner,1
62,Arethusa al Tavolo,New York Area,"Without exaggeration, this was the best dining experience I've had in a long time.  Everything about it was superb from the terrific quality and sophistication of the food through the excellent service and overall classy vibe of the place.  The prices are appropriate for a high-end restaurant - it's worth the money.  We will definitely be going back regularly.",5,5.0,5.0,5.0,2020-02-13 00:00:00.000000,False,MichaelS,2
63,Arethusa al Tavolo,New York Area,As always a great meal,5,5.0,5.0,5.0,2020-02-12 00:00:00.000000,True,Jaferd,11
64,Arethusa al Tavolo,,This was hands down the best fine dinning experience I have had. It was so good that I feel I could have randomly been brought anything from the menu aI would love it all. Worth every mile of the drive from Simsbury.,5,5.0,5.0,5.0,2020-02-09 00:00:00.000000,False,MikeT,1
65,Arethusa al Tavolo,,Amazing all the way!,5,5.0,5.0,5.0,2020-02-09 00:00:00.000000,False,OpenTable Diner,1
66,Arethusa al Tavolo,New York Area,The unique combinations on ingredients are put together to make the most amazing dishes you will ever eat!   Food and service is OUTSTANDING.,5,5.0,5.0,5.0,2020-02-08 00:00:00.000000,False,MissR,22
67,Arethusa al Tavolo,New York Area,"This restaurant is a real gem. Everything about it is quality- food, service, ambience. The menu is diverse and creative. It all works to stimulate the senses and make each dish better than the sum of the parts. While the preparation is inventive it remains appealing without being over the top or too fussy. This is one of the best restaurants anywhere.",5,5.0,5.0,5.0,2020-02-08 00:00:00.000000,False,ekjw,1
68,Arethusa al Tavolo,,"Outstanding.  Service was impeccable, food and drinks excellent and Robert made our dining experience very personal.",5,5.0,5.0,5.0,2020-02-08 00:00:00.000000,False,Thomas,1
69,Arethusa al Tavolo,New York Area,Another fabulous lunch! Service and food 2nd to none.,5,5.0,5.0,5.0,2020-02-08 00:00:00.000000,False,JJVJR,2
70,Arethusa al Tavolo,New England,"Fabulous, period.",5,5.0,5.0,5.0,2020-02-07 00:00:00.000000,False,EricW,5
71,Arethusa al Tavolo,New York Area,"One word... WOW! This was by far the easiest & fastest review I’ve ever written. This place is special from the moment you enter. There is a palpable ‘pride’ in the restaurant for all the employees - they are part of a terrific experience and make the diners feel it. The maitre’d, Robert, was extremely attentive, but not intrusive throughout the meal. The servers knew what to recommend (this was our first visit), and the food was delivered quickly and steaming- perfect!Our entrees were the sea bass and chicken - could not have been more pleased with the choices. My feeling is that everything on the menu is superb! Before dinner, we traveled next door to the Arethusa Dairy and purchased a pint of their ice cream. They kept it frozen for us during dinner - a nice ‘service’.This is my favorite restaurant in Ct and we will be back for more visits! Bravo!!",5,5.0,5.0,5.0,2020-02-05 00:00:00.000000,True,OpenTable Diner,15
72,Arethusa al Tavolo,New York Area,"Fabulous,wonderful,delicious.....EverytimeConsistent epic food and great service",5,5.0,5.0,5.0,2020-02-02 00:00:00.000000,True,OpenTable Diner,4
73,Arethusa al Tavolo,,Anniversary,5,5.0,5.0,5.0,2020-02-01 00:00:00.000000,False,OpenTable Diner,1
74,Arethusa al Tavolo,New York Area,Outstanding! The food is an 11 on a scale of 1-10. Do not miss trying their ice cream. It is the best you’ll ever have.,5,5.0,5.0,5.0,2020-02-01 00:00:00.000000,False,LonnieQ,1
75,Arethusa al Tavolo,New Orleans,My family and I frequently dine at Arethusa al Tavolo and we always have a consistently wonderful time with delicious food and fantastic service!,5,5.0,5.0,4.0,2020-01-30 00:00:00.000000,True,OpenTable Diner,1
76,Arethusa al Tavolo,New York Area,"Great cooking , menu , pace of thd meal and exceptional serviceA trademark of this restaurant.  The wine list is balanced and well thought out, the menu and cooking excellent ( and we are both lactose int),Great pleasure as always.Highly recommended AB",5,5.0,5.0,5.0,2020-01-30 00:00:00.000000,False,AlanB,4
77,Arethusa al Tavolo,New York Area,Elegant setting with lovely service and very fine food. Just a little bit pricy for me with only compliments on our experience there.,5,5.0,5.0,4.0,2020-01-30 00:00:00.000000,False,scandiavianexsplorer,1
78,Arethusa al Tavolo,Seattle,Best food outside New York City hands down without a doubt at all!,5,5.0,5.0,5.0,2020-01-30 00:00:00.000000,False,CarolynL,2
79,Arethusa al Tavolo,New York Area,"A very special place, I love the ambience, food is delicious and always good service, It is a bit of a drive for us, but worth it, Love it here.",5,5.0,5.0,5.0,2020-01-29 00:00:00.000000,True,Lisa,8
80,Atera,New York Area,"Excellent food, vibe, and ambiance!",5,5.0,5.0,5.0,2020-03-14 00:00:00.000000,True,Graycie74,23
81,Atera,London,Perfection.,5,5.0,5.0,5.0,2020-03-07 00:00:00.000000,True,OpenTable Diner,1
82,Atera,New York Area,"A culinary temple. Each and every dish was a work of art. I loved the way each dish was explained. I look forward to returning. The only thing I would change is the music, it didn’t go with the experience.",5,5.0,5.0,5.0,2020-03-07 00:00:00.000000,True,JARB,21
83,Atera,New York Area,"Food is good, not great. In my opinion the price is not justified.",2,3.0,5.0,2.0,2020-03-06 00:00:00.000000,False,OpenTable Diner,1
84,Atera,New York Area,The whole experience was outstanding,5,5.0,5.0,5.0,2020-03-03 00:00:00.000000,False,OpenTable Diner,1
85,Atera,New York Area,"If someone asks us where to go for fine dining with New York vibe, this is the place. There is no similar restaurant anywhere in the world. Try their reserve pairing to make the experience even better.",5,5.0,5.0,5.0,2020-02-29 00:00:00.000000,True,OpenTable Diner,149
86,Atera,New York Area,Wonderful in every way! Amazing food and great service.,5,5.0,5.0,5.0,2020-02-29 00:00:00.000000,True,Andrew,3
87,Atera,New York Area,Absolutely amazing food and service in an intimate setting. I am vegetarian and they made me an entire special menu to accommodate my dietary restriction. A must go to!,5,5.0,5.0,5.0,2020-02-28 00:00:00.000000,True,Ravy,5
88,Atera,New York Area,Always the best meal of our lives. Services is SPECTACULAR. chef and kitchen are truly phenomenal creating a menu that is nothing short of course after course of taste treat (especially given dietary restrictions). Staff is attentive but not bothersome. We look forward to dining at Atera every year. Special. Memorable and delicious.,5,5.0,5.0,5.0,2020-02-22 00:00:00.000000,True,Amanda,9
89,Atera,New York Area,Great experience. Certainly recommend.,5,5.0,5.0,4.0,2020-02-21 00:00:00.000000,False,OpenTable Diner,1
90,Atera,New York Area,"OK. I'm not one for superlatives, but I have to say that my dinner at  Atera was the best dining experience one could ever hope for. From the minute you are greeted, until your departure 9 close to three hours later), you are pampered and fed like never before. It was our 25th anniversary, and every staff member knew about it, congratulated us (by name), and made our night feel so extra special. Once one of the amazing staff, David, found out that I was Grateful Dead fan, the music (which was played at the perfect volume) featured a wonderful set of Dead tunes. Now the food: in a word-- beyond. Seventeen courses. Not too stingy, not too much. Actually had to make room for the last two savory courses. (There's always room for dessert-- courses 16 and 17). I did the temperance drink pairing-- crazy inventive and fun (not a must, but if you have a few $ you don't mind spending, it adds a nice comic dimension to an otherwise very serious and very delicious tasting menu. Chef Ronny is on hand (and is very hands on) overseeing every detail.  He is 35, looks like he is 25, and cooks like he's been doing this forever. This is one restaurant experience you cannot miss. As an aside: We stayed over at 11Howard- a beautiful boutique hotel nearby. Had the 6pm Atera seating. Went to AIRE ancient baths after dinner (9-10:30pm)-- around the block-- for an amazing post-dinner spa experience. If you want to be a hero, treat your special someone to a night like this-- it won't be soon forgotten!Extra shout out to David at Atera-- thank you for a very special evening.",5,5.0,5.0,5.0,2020-02-21 00:00:00.000000,True,Deidz60,34
91,Atera,New York Area,exceptional meal .  All dishes were superbly presented and perfectly balanced.  I enjoyed all the savory dishes but the last few sweet ones were disappointing.,5,5.0,4.0,3.0,2020-02-20 00:00:00.000000,True,Rosie,60
92,Atera,Washington DC,Small seat restaurant. Two seatings a night. Good wine pairings. Nice food presentation.,5,5.0,5.0,5.0,2020-02-19 00:00:00.000000,False,DavidF,34
93,Atera,,"My husband and I were in NYC from Atlanta to celebrate his 50th birthday, and I surprised him with reservations at Atera.  The atmosphere is fantastic and the seating allowed for conversation with others if desired.  The tasting menu was absolutely sublime and the chefs and staff were engaging.  highly recommend getting the wine pairings as well.",5,5.0,5.0,5.0,2020-02-09 00:00:00.000000,False,AliciaW,1
94,Atera,New York Area,A memorable and just a great culinary experience.,5,5.0,5.0,5.0,2020-02-08 00:00:00.000000,False,JamesK,8
95,Atera,New York Area,The food was incredible and the service was wonderful. My friend and I had a fantastic time.,5,5.0,5.0,5.0,2020-02-08 00:00:00.000000,True,Unni,1
96,Atera,New York Area,One of my favorite restaurants in the world,5,5.0,5.0,5.0,2020-02-07 00:00:00.000000,True,triburbian,7
97,Atera,London,"As good a meal as I’ve eaten in New York.  Anywhere, in fact.  Wine accompaniment was superb.  Loved the soundtrack too (Metallica, Fine Young Cannibals, INXS, the Stones... ).",5,5.0,5.0,5.0,2020-02-04 00:00:00.000000,True,StephenD,6
98,Atera,New York Area,"Exceptional experience. The chef is an artist and you can feel his inspiration in his cuisine, which is quite rare.",5,5.0,5.0,5.0,2020-02-01 00:00:00.000000,False,OpenTable Diner,1
99,Atera,New York Area,"Phenomenal, artistic and joyful. It’s evident that every staff member loves what they do.",5,5.0,5.0,5.0,2020-02-01 00:00:00.000000,True,OpenTable Diner,1
100,Atera,New York Area,Best restaurant in NYC,5,5.0,5.0,5.0,2020-01-31 00:00:00.000000,True,OpenTable Diner,15
101,Atera,New York Area,Chef Ronny and his team have really brought Atera back to the spotlight in NYC.  Highly recommended for those that enjoy a wonderful evening with great hosts and even better food.,5,5.0,5.0,5.0,2020-01-25 00:00:00.000000,True,DRRDM,40
102,Atera,New York Area,Nice place for dinning,5,5.0,5.0,5.0,2020-01-23 00:00:00.000000,False,OpenTable Diner,1
103,Atera,New York Area,"While the food was spectacular, one of the waiters (older gentleman with a ponytail) verbally threatened me for dropping my napkin. “If you drop this napkin again me and you will have a problem and will need to resolve this outside”.  As you can imagine this completely ruined my night and I would never imagine that the service staff would speak to their patrons in that manner.  Despite the food, I will recommend to all my family and friends to stay away for the restaurant given my experience.",4,5.0,1.0,5.0,2020-01-17 00:00:00.000000,True,OpenTable Diner,4
104,Atera,,"Divine. The food was beautiful and the service was thoughtful and attentive. It was a true pleasure to watch the care, precision and mastery that went in to each tasting.",5,5.0,5.0,5.0,2020-01-17 00:00:00.000000,False,Phatsimo,1
105,Atera,New York Area,"Last time I had this fantastic of a gastronomical experience was at Noma, Copenhagen . Chef Emborg meticulously crafted each dish with attention to detail for taste, texture and presentation. Every course was a culinary delight.Hats off to the service crew & staff, bravo! Cheers to Chef, for a brilliant execution and the best evening of 2020, yet. Thank you",5,5.0,5.0,5.0,2020-01-11 00:00:00.000000,True,OpenTable Diner,6
106,Atera,,"I was rather disappointed with Atera.  The food was fine; it is Michelin star grade.  But the atmosphere was too uptight, the chef looked angry and unhappy and one of the Scot servers was rude.  I am not able to enjoy food in a tense ambiance and for the price I paid I expected the entire staff, starting with the chef, to have minimum charm.  Some dishes were rather heavy:  I wished I had seen more creativity rather than the usual suspects: caviar, uni, foie gras and truffle oil.  I enjoyed the opening cocktail, the dumpling and the passion fruit mochi.  I am a bit concerned by the level of cholesterol that comes as part of the entire tasting menu.  Sadly I will not be coming back, nor will I recommend Atera to others.  Good luck.",2,3.0,3.0,1.0,2020-01-11 00:00:00.000000,False,Veritas,1
107,Atera,San Francisco,It is truly a top restaurant and deserve three Michelin stars. Very creative delicious elegant artsy and pleasing menue.,5,5.0,5.0,5.0,2020-01-04 00:00:00.000000,True,rafata,24
108,Atera,Washington DC,"Always a joy! Exciting dishes, 5 star service, hard to beat this!",5,5.0,5.0,5.0,2020-01-03 00:00:00.000000,True,MaxD,5
109,Atera,New York Area,Amazing meal with 16 courses that ranged from very good to amazing.  Service is perfect.  Love sitting at counter and watching the chefs prepare the courses.  Also enjoyed the music selections that play and keep the atmosphere pretty casual.,5,5.0,5.0,5.0,2020-01-02 00:00:00.000000,True,StuartA,11
110,Atera,New York Area,"They charged us 1,000 for a meal for two. We are not going back to this restaurant.",1,5.0,4.0,5.0,2019-12-31 00:00:00.000000,True,OpenTable Diner,1
111,Atera,London,"Very unassuming location but lovely relaxed dining room with guests dressed from relaxed to smart casual. Special mention must go to Messrs Abbick and Manka at front of house who genuinely provided some of the best service I’ve ever experienced at any restaurant - the entire team is incredibly friendly and personable.The food was of a very high standard as you’d expect and immaculately presented. The team were happy to explain more about each dish and their passion for their work was evident. If you have the funds to go (it isn’t cheap, we saved months for it), enjoy food and you’re looking for a fine dining experience in NY, I’d happily recommend this place.",5,5.0,5.0,5.0,2019-12-31 00:00:00.000000,False,OpenTable Diner,1
112,Atera,New York Area,"this was an extraordinary experience. the entire time we were there was incredible. from the food, to the service even down to the music selection....it was all great. the chef is creative, the staff is attentive, the restaurant is intimate and comfortable. with only 14-18 dining at a time you are wanting for nothing. you do pay a price for all of this but it was all worth while!!!!",5,5.0,5.0,5.0,2019-12-31 00:00:00.000000,True,BrentandDeb,11
113,Atera,New York Area,Everyone made a birthday memorable and delicious,5,5.0,5.0,5.0,2019-12-30 00:00:00.000000,False,OpenTable Diner,4
114,Atera,Chicago,Second visit to Atera. Still my favorite fine-dining restaurant in NYC. Just perfect!,5,5.0,5.0,5.0,2019-12-30 00:00:00.000000,True,Zeta,2
115,Atera,,"Atera was a highlight of my recent trip to New York. The food and ambience was amazing. Jordan who took care of us was a superstar. I was lucky enough to score 2 seats over the new year holidays at this super intimate place and the overall experience was definitely deserving of its 2 Michelin stars. Just go and be dazzled and oh, get at least one member of your dining party opt for the temperance pairing. Just do it! Xoxo",5,5.0,5.0,5.0,2019-12-29 00:00:00.000000,False,Freespacekeehong,1
116,Atera,New York Area,PerfectEach course was impressive,5,5.0,5.0,5.0,2019-12-29 00:00:00.000000,True,JVLG,23
